,reviewId,content,score,sentiment
14,ca32b5cf-c021-4483-a9f2-2d94170b6935,Add a themed icon for Android 13!! And make the navigation bar transparent so it blends in with the rest of the app.,3,positive
15,69928a78-37d2-4a6f-974c-a5a24667efe8,Great app but YouTube Premium is the all inclusive better music platform.,4,positive
16,cbb90906-366c-428c-a432-bde06c939a63,"Bad UI design. Can't even see the (non-selected) navigation buttons at the bottom, unless the screen brightness is high under perfect lighting conditions. Do they not test these things? Also, if I want to add a comment from my Android phone, it won't grabb the timestamp I'm at in the song. It stays on 0:00. What's the point of that? This does work on iOS, so there must some people over at the dev team somewhat capable of doing their job. Maybe have them teach the Android team how to do their job",1,negative
17,34583107-9737-4b81-9b26-d171f5e175cc,The app is and has always been a glitchy mess. Can't turn it off and starts playing on its own also. Some good features but not great and navigation can be awkward too.,2,positive
18,a4f1be1b-d47f-466f-9318-f8abd6840c6e,"Needs more acess for creators on mobile, other than that very accessible",5,negative
19,e35ab3e7-0bce-4fca-aab7-e0f697ede0f3,"I like the Navigation, and you have a ton of free content. Only annoying thing is when a song is ""not available in your location"", but I'm not sure if that is SoundClouds fault?",5,negative
20,2506e251-4a4e-4041-9a4f-280eb91df3a3,"Very good, only like 2 ads every 10 minutes and is quite accessible, only given a 4/5 because of the premium for the actual songs",4,negative
21,b8593589-fb70-46b3-b219-97ffa04b64f5,Great and freely accessible music,5,positive
22,0e6b1f58-9294-4fa3-917e-17130df551c1,"exceptional,updated,containing all the music,sound and related stuff,easily accessible and operatable,fast speed.one advice and making soundcloud more extraordinary and highly rated app that tracks and the accounts of users and artist able to linked and shared with the other social media apps like faceboook,messenger,instagram,whatsapp and other apps to get more close to the different artists,singer,and other famous and those personalities which are not easily accessible.thank you👍♥️😊",5,positive
23,b4fe97e6-eb78-47cd-bc4b-fe5ce7325d99,In this chapter a lot happened. Pi and Richard Parker go blind in this chapter. Pi hears a voice that he talks to about killing someone. Pi thinks that he is talking to the tiger. Pi invites the other person to his life boat. They tried to kill pi and the tiger killed the man to protect pi.,1,negative
24,9fe572ec-d260-4029-8a7b-fbc5e81cae7c,Its really amazing.I find it accessible enough.I get to listens to the songs i loved the most,5,positive
25,e1a43250-8887-46e3-98a9-a808de0dcb99,"It used to be better than Spotify, but not all the songs are accessible unless YOU PAY, where as Spotify has everything you can think of , with the cost of 30 seconds of boredom...",2,negative
26,41526469-c46f-4edf-84d2-7aa541acde4e,Accessibility of songs is very easy and the quality of musics is awesome,5,positive
27,51840fe4-8b51-4e5c-9d73-d663706bab5b,navigation not the best...,4,positive
28,1bca13ac-3f84-412a-8b16-ace2c13cb3ab,"love it! love that the artists get to be known, l9ve the easy navigation, love it all!!!",5,positive
29,ffd17bcf-bc6b-4b33-a1f3-b01b5333b03e,Continuous playback its just awesome. nothing specific to complain about. Some tracks are not accessible geographically but its not SounClouds fault.,5,positive
30,a3fd5f2c-b463-4e1d-9a45-6b3e8b8af2a9,"Let's set aside the bugs and stuff, overall great app but you should make our most listened to songs more accessible (I've had some problems) but it is still a good source for music and new artists",4,positive
31,aab18410-5ef0-47f4-b9b3-9bbd7840a13b,Dont auto play music when app gets opened. I'm deaf now...,4,negative
32,fdf9db13-53a8-4d78-bbc0-c7eb9a16f2d0,"1. Some options confusing to get into - my own profile page, for example, takes 1 or 2 too many clicks to open. 2. Doesn't work well with gesture navigation on my Oppo on all screens, most notably the comments page. I can understand the player page ignoring the gestures, but to have to reach all the way up to the upper left corner to close the comments is a tad irritating. 3. Limited track editing options compared to the web version.",4,negative
33,0ec5da79-6173-432b-bf12-fd7623708f05,"Nice, easy navigation",5,positive
34,c7474ef6-b80b-48cf-9766-1141cd60f8b3,"4⭐'s for the scars. Once upon a time 7 years ago, a user fell for a amazing playlist creation function. Happiness forever was assumed. After a year of perfect bliss, as the universe must maintain balance, that heavenly lifestyle was ruthlessly ended. One music addicted soul was thoughtlessly destroyed. It was revealed that those carefully crafted lists were no longer accessible, whatsoever. 😭 Fast forward to today, and masochism. I'm back. LIFETIME SPOTIFY PREMIUM OR DEATH!",4,positive
35,1a29d50d-725c-455a-8451-02e5b41d470b,Music from all kinds of people ought to be accessible... SoundCloud does this the best of anyone out there.,5,positive
36,5173e3f3-15f9-4dd8-99ce-d0626d339a56,A vast collection of songs with an easily accessible searching system,5,negative
37,af61c446-55dc-48da-8ab4-4aba1197dbdc,"1) Sometimes ads play in background w. screen off, other times music just stops. 2)LIVE Sets are removed from uploaders which sucks. 3)Too many repeats on ""the upload"" and "" weekly"". 4. Would be nice if app synced with navigation (gmaps/Waze) for a nicer UI /UX.",3,negative
38,aa6d0750-9edb-4400-8789-d0bb6dc5e3c3,"Soundcloud is cool but the app is awful. Very little functionality from the website is included, useless popups on every click, nonsense navigation.",1,negative
39,f38d7fd6-b296-4038-9457-7309daf116c9,Music Needs better general public accessibility for playback streaming,4,negative
40,435cf348-214b-4702-ba39-f62d34992084,generally works. navigation tools could be better,4,positive
41,39e6f30a-5aa1-4383-8353-aa9458cc3c35,without music world became blind novel.,5,positive
42,68e24526-6fe8-402f-a9fa-3e8b997764cc,links only work in app. navigation is harder than it needs to be. web interface is just better.,2,negative
43,fdbf74df-f04a-4e72-b7b3-27c4f74f60ee,"It is the best community driven platform for artists for whom music is hobby. Open, accessible and loaded with hours of SETS & TRACKS. Way better than Spotify...",5,positive
44,0ec0c6b1-9d0b-4b38-a941-b3e8164bd06d,Really hard to navigate. Apparently there was a revamp of the user interface and it's kind of hard to use. The community seems pretty cool so nothing against them. Just have really hard time with the navigation of the app.,2,negative
45,bbae9c2b-38a9-42fd-857e-d7a100dd387b,"The new design is amazing. They truly modernised the UI and made it look very pretty and accessible. Elements are clearer, nicer looking, etc. Great changes! Plus the app is ad free which is still unbelievable. Probably only in countries without Soundcloud go+?? Which btw should be more widely available, i want to get that better sound quality from Soundcloud!",5,positive
46,31e8b19e-0e75-415b-9382-636b041ab521,"Love the desktop app but the android app is a UI mess. Huge ads, strange and counterintuitive navigation, no option to change settings. It's really awful.",2,negative
47,df14bc01-c1c1-4a0c-b503-3d89d7d2530d,"I love SoundCloud as a service, but this android app is a monumental pain in the you-know-where. The UI is all wrong. the navigation icons are deceptive. Once you've started playing a track, it's difficult to make it stop - even if you close the app then it continues playing... AND you still have to head to reopen you app/ head to your playlists, find the track to stop it. It's hard to find your own work. The app has nothing on YouTube's app; I look forward to finding something better.",1,positive
48,f7ac18de-34a6-4a4a-a37d-2e0c491f9ecc,"Love the app but design is not very intuitive. Where did the ""Cast"" icon go in this new version??? Also the shuffle and loop buttons are not easily accessible like most music app players. I'll update my rating if these are addressed.",5,negative
49,cf336f60-00a1-4381-9847-4e04d188221e,I've used SoundCloud for 10 years now. The android app is much better than the iOS. Love the music that's accessible here!,5,positive
50,1cefe3b4-f8c9-4258-bd55-ce7bc762745d,navigation trash,3,negative
51,a83bbebd-bb34-43e8-80c3-912ae31b79e6,I like the app and all but can we have subtitles please? Like at some points some people need the subtitles. Can you add that? If it isn't so much to ask,3,positive
52,016ea412-e527-4cc0-881a-0723c65b4301,An All Inclusive Incredible Musical Database.,5,positive
53,21448f0f-c7cd-4e06-8bd4-0846c529e4ae,"Oooh, guys. How bad designed the application has become now, and the contrast irritates the eyes. It would be nice if you could return the old UI in settings.",3,negative
54,7e1d574d-0fd4-416a-b425-dc426a40afd7,Totally corrupt company that promotes blind censorship.,1,negative
55,8ab3bff1-8d98-4216-bebc-ac997f64f51f,"all of a sudden, no home screen for the app. renders in-app navigation impossible. i'd expected better.",1,negative
56,67d0e5a5-5c51-4550-a1ba-be809d7b3dc7,"The Songs, music are identify with quality,sequence for a splinned navigation for what you deserve ,and want what kinda option for your leasing ears",5,positive
57,371b54dc-3fc6-4ae1-9751-acaca9738a93,Indian classical music is disabled for India. It is really upsetting and pinches from within. Art is accessible for everyone beyond boundaries is what I believe in. How sad it is to know that our ancient music is not available for us. I would appreciate if adequate action is taken. Namaste 🙏🏼,1,positive
58,480758fa-15c8-4148-ba6e-5d29858bcae2,"I hate how the controls are at the bottom. This is just stupid from UX perspective at least the search function should be at top. Also please try to adopt the concept of a Navigation Drawer, no one wants to be distracted by bottom controls.",3,negative
59,472dd077-b017-4eef-89d2-60c18a1a45c2,"Awful, the developers have taken away the record button randomly deleted my account without warning and advertise non stop. Get any other app that has an accessible support team and plays music soundcloud perpetually disappoints. It's a complete joke.",1,negative
60,a5902486-a268-49ac-94fd-9a3504552cfc,"I love sound cloud , I just think the app navigation could be better and could be more pleasing to the with some interface changes. still love sound cloud tho :))",3,positive
61,106a0181-b31d-4997-9987-9a8fd0f69597,"This is my favorite app for tracks, specially trance songs. But currently, in most of the songs ""not available in your country"" written in the caption. Even I cant listen preview of that track. Why? Please check and let me listen those. My friend isnt getting that msg. He can listen all those tracks.",3,positive
62,1c847084-7955-46e5-b301-07c4abfd31f5,Easy and accessible!!,5,positive
63,02f77a9d-0719-4592-abf6-a9cbf30bb50a,"Good experience, easy to use, user intuitive, accessibility enormous",5,positive
64,f2be2088-d950-4da1-9838-e07af09a7c45,Good base for music.. Needs to update the navigation to the 20th century though,4,positive
65,3ac320e1-9ade-4f13-acbd-541dbe14e19a,App navigation and playlist sequence is barely functional,2,negative
66,7b351c73-9c90-4ca9-88c3-30875bde2197,Beautiful layout and navigation,5,positive
67,05facf30-399a-47a6-ba55-a903391ace0c,"Love the collection but: 1)After listening for 20 minutes or so and visiting different areas within the app, the app becomes quite slow. This is a real issue please address this. 2)The back key on navigation bar should require double tap to close the app to prevent accidental touches. Pretty good overall👍",4,negative
68,8095071d-fe0a-4aab-8dbf-e057f4e7a386,"Great content, diverse views, could use some work on accessibility IMHO",3,positive
69,cde61f90-0469-4fbd-8c20-fb804cbf430d,"I love the fact that everything is so accessible and everything, but there isn't a best selection, quality or restraint in advertisements.",4,positive
70,aeebd3f7-be64-4e5b-9d77-69bd02e7c6cc,This app has poor UI and navigation is a chore. Trying to search obscure songs feels impossible because it will flood the results with songs that don't even have any of the same words. Traditional search told like quotation marks didn't seem to work either. I'll just stick with Spotify.,2,negative
71,6cf5ac25-ddc4-4dfe-b312-11538483e372,It's worth for 5 star rating . Cool gesture features makes it more lovable,5,positive
72,76d6d8dc-2ae4-424c-a495-a40772aaccb8,InguSwiiii blind blind,5,positive
73,7b9af0f9-e75c-4c6d-8b3d-40bd165179f1,"Really great app for songs for me because all my artists upload here and it's far better than the other music apps I use , with easier accessibility and less to no ads at all!",5,positive
74,0205f6e3-53f6-41f4-9108-29abc96dd113,Good selections. Navigation could be better.,4,positive
75,3088be4b-003a-4d10-9660-b1cdc025e5b8,"Whats wrong with SoundCloud ? Both the app and website are not working as they used to earlier. The pages don't open and have to keep refreshing again & again and then, at some point, they may just suddenly show up. The website same problem. When trying to log in, the login page also keeps showing error till trying many times after which it may work. SoundCloud never had these web site and app accessibility problems. What's really wrong ? Where is the problem and how can it be sorted ?",3,negative
76,99cf3965-4d81-4ec2-b4fe-95abbd89ac17,"I absolutely love this app! It's free, useful, and only one ad per... Idk, 3 or 4 songs? (Which I find pretty amazing compared to YouTube and Spotify) also the fact you can record your own stuff and upload it, make playlists, comment on songs, etc etc I was thinking, though, what if we could comment on playlists too? Unless I'm just blind and we actually can, I think it'd be a great feature ^^",5,positive
77,ae4756c8-36ad-451e-a224-581d03cdf146,The music library is amazing. I love the easily accessible options as well.,5,positive
78,cb1d7e6b-a82b-41c6-a029-8b78b87f4b67,useful and easily accessible.,5,positive
79,90ea3152-c600-43e1-998e-221137505357,Nice song management. Most songs easily accessible.,5,positive
80,1d554a23-a2ed-4112-9bdf-12e20c58367e,I totally dig it. I love that i can look up albums n keep it in a file thats always accessible.,4,positive
81,46387586-8d66-4235-936b-7b8c50ef4583,There's a learning curve to navigation and and playback controls to for a beginner - more than it would for a vanilla music player app. It would be lovely and unique for a music app to have adjustable playback speed like YouTube.,4,positive
82,2e270781-800b-4878-be25-64fbd09b6a70,I can't use my back slide gesture (sliding from the side of the screen to go back) in this app which makes it impossible to navigate.,2,negative
83,2f8ecdfb-f0cb-4b2d-b129-e4e618db1dbc,"Only faults I can find so far is that it's sometimes relatively heavy on battery consumption, and navigation is a bit hectic. Also the ad volume is deafening. But that aside, way better than the Spotify app. Properly individual songs properly and loops them (haven't had an advert in hours, actually). The comment system is also quite interesting, and so are the other features of the app. Definitely recommend.",5,positive
84,adcd0eb2-2733-4a19-8d68-613a4f61f322,"Just wanted to look at my profile to see if anyone was listening to my music. Apparently that's not possible with this app. It pretty much just tries to make you listen to rap music and sell you go+....whatever that is. There are nonsensical navigation icons with no clear meaning such as a lightning bolt, a stack of books and arrows pointing in various directions. I tapped on each one hoping I could go see my stats, but they didn't let me.",1,negative
85,e80d6420-74ec-4bd1-8a50-7a9fbf0fdb85,"Login required, although you can use the website just fine. Would not be a problem for me if the website would have chromecast support. Edit: Thank you for the answer. I meant the mobile website. Tried again, either did not work again or I am too blind to find it. It does work fine on other websites.",2,positive
86,20681e79-91e5-45a6-bfff-9b0f08d2dead,"Overall it's not awful, but definitely a major downgrade from the desktop version. The songs are way too loud, to the point that I have to almost set the lowest volume possible on my phone when wearing headphones if I don't wanna go deaf. I'm also missing a sleep timer feature that is available in other music player apps like Poweramp. Could be worse and it can generally do what it needs to, but overall it's just not a good experience. Good music streaming platform, terrible music player.",3,negative
87,9986c408-60e3-4aab-a49e-1dce1e15d0e2,"Great platform, interface easy navigation, Sounds great. Good selection of music. And the app looks brand to me, which is good, it's sleek, fits your brand, and you're a good competitor. Wait... I'm done! Can you learn piano with this app? Well, I am almost positive you can learn piano? Nice question, too! But, SoundCloud, great little app.",5,positive
88,57d7aa52-8ba9-4202-82dc-f42576ce88ff,"I might be blind but after one of the recent updates I could no longer find the next up list and the repeat button, which means I could not single repeat my favorite song over and over again...did the feature got removed? I thought it is a pretty basic functionality for a music player.",2,negative
89,cfd8af7b-86fa-4044-9ef5-ef7d5a2cd60d,Good accessibility and quality music and sound clarity,5,positive
90,4e14aed2-f123-4c20-a570-3d393fef7d30,"Being an Artist myself who uploads SoundCloud has a great and easy to understand interface as well as easy accessibility, my only problem is that you can change your url for your profile",4,positive
91,1ece7aaa-c036-418e-bd10-b0f5ab9d2e39,Massive selection of music. My standard go to music portal & player. Powerful AI personalized playlist creations.. Undless Autoplay stream and they mean it!! My Playlist is accessible through out the world provided there is internet connectivity. Amazing !! :D,5,negative
92,f0e1de23-f302-4bf4-b43e-618798ea6a55,Very easy and accessible,5,positive
93,f0398acc-71f2-4441-b386-41da9b60ede0,"Wonderful 😍😍😍😍! In the top 50, It's could be more inclusive to have a Caribbean's and African's category. 🇭🇹🇭🇹🇭🇹🇭🇹👏👏",5,positive
94,4e3a26f7-4bd1-4168-aa9c-f607a4bcca63,"Very okay with audio playing, but would do better if video inclusive",4,negative
95,0351b2af-29b1-4a22-8b0b-0a100f645a8d,"The ""liked songs"" should be more accessible and why does the song art look so blurry in QS",3,positive
96,7e7f4cf9-469e-4491-9a9d-1a8009fab0ff,Its so wonderful that SoundCloud is still accessible. I can listen to myself as a kid 😌. Relieve and experience all types of artists. Thank you.,5,positive
97,7ce3d369-b8fa-4209-966f-d7d66652127c,What's the point of using the app when you can't access all the features that are accessible through website.,1,negative
98,d2b73c8d-a177-47ad-a481-4fd1a47718c9,"Sound cloud is really cool, cause there's not advertising that interupts you in between. And ive really discovered new sounds as compared to the commonly knoy music . Which i think is really cool. Cause they're some really talented musicians on the platform. However navigation is not as flexible, i don't know if that makes sense. It feels a little bit complex to navigate. Otherwise its fantastic",4,positive
99,d4106e1b-0962-498c-a386-0820e7878649,"Dark theme, easy navigation, large selection of original music.",4,positive
100,469aa585-b88b-4582-bbee-cb5157549be2,Easy and accessible it's a fine app i could say,5,positive
101,3598d50e-59b7-4ffb-9c96-bab9428fc02b,It is user friendly. I love its mobility,5,positive
102,fbfc3bce-0dae-48bd-8a22-a749c2a21498,UwU no caption needed,5,negative
103,a160cf7b-4db7-49c2-8ac2-1d31c3649ec6,Ugly and really bad navigation.,1,negative
104,3e00c113-07ba-4447-9339-586639d9531d,"Looks good, working great! Nice material design, offline accessibility and many many other features. Soundcloud application is really useful one.",5,positive
105,a732d7e5-4826-48b9-9fb9-68d940fdf4e3,I have no message envelope icon and no navigation bar on my phone this is on sound cloud so cant read my messages??,1,negative
106,63e96c50-cc2d-445f-bc84-fda9a44c1e1f,Every song now needs premium and its very selfish from the company to do this just to gain more money and its sad to know that they have done this as liked sound loud before they decided to make 80% of the songs only accessible in soundcloud go+,2,negative
107,95fbd02d-8cf6-4451-a805-b94abc86abd6,it's great really so accessible 💜,5,positive
108,aa3f7b73-991d-4dbd-990a-2e5506ea97e9,"This app is great, except for one issue: when listening to music through this app while using Google Maps Navigation, when the navigation voiceover comes on, the SoundCloud app doesn't lower the music volume while the navigation directions voice is speaking. Once you fix this, this app will be perfect. By the way, I'm using a Moto G5 Plus running Android 8.1. Thank you.",4,positive
109,c41cb791-f1ff-459b-a864-b6747e9d553c,Significantly accessible,5,negative
110,5c0bc3da-f8d7-41cc-8d6b-7461d63b147d,Fantastic app easily accessible to reach your favorite songs,4,positive
111,a799b1f7-d2ee-40bb-a965-86294d09c5bb,"10/10 would recommend Honestly, the only problem I see is some songs aren't accessible, but I understand, from the artist's perspective, that it is only to keep the rights of their song. Nonetheless, it's a free and amazing app to listen to songs!",5,positive
112,a45e0121-6e29-483d-9779-1e56d35341ef,Essential; i'm not sure if this app provide's lyric's/Closed Caption's or Subtitle's but if it does i'd truly appreciate feedback on how to set those on because i am 80% deaf.,5,negative
113,823a12b2-0b1e-4417-81d6-c56cc7983722,"Do something for android 10 gesture features when i try to swipe back, the track changes to next one",1,positive
114,1ea6fc71-42fc-4deb-bee8-6909fe00a60e,Navigation is confusing for elderly,4,negative
115,90742a72-8eaa-4a62-9fc6-02e2d8a8901a,"One of the most frustrating UIs of any podcast app, I hate it. Unfortunately a couple of podcasts are only here and iTunes so I'm stuck with it. Besides the bad navigation, it always loses your place and restarts the podcast from the start when you go back in. Sometimes it even changes tracks to the start of the playlist. I can see online people have asked for this to be fixed years ago and developers did nothing, don't know why anyone would buy premium for such an annoying app. Look at Spotify.",2,negative
116,f429e344-29a4-45b4-a47f-bd0f2d6a7fe5,Cant find option to show as list. Only one default option available which cuts caption of tracks.,4,negative
117,254e9296-53b3-47fa-b0dd-056f998fb55c,though app is quite fascinating than all other apps in music category but you can now hardly find original track among tens and hundreds songs. it some gives you gesture of indian idol where all unmelodious singers are found.,4,positive
118,c26f493a-f4f7-4cb2-92f3-9f88491fca9f,"It's a wonderful app with a lot of really cool features that allow you to easily access most or all content you're trying to find! It's still has some down turns and bugs such as some songs you've been listening to will suddenly become a soundcloud GO premium song only accessible by buying the premium add free package, secondly a bug where as a song you're listening too may not show as the actual song itself instead a paused version of another! Anyway great app and I love it a lot!",3,positive
119,2968a136-00ba-44ef-a5f6-5afcbba6f7e2,widget does not do anything in Android 5. app takes too long to start playing. stops playing completely if some other app issues a notification (via the notification channel or just vibration),1,negative
120,a30230b5-c35f-47ac-af96-c00cbfb6cbe3,Add Urdu Subtitles,4,positive
121,0818644e-9554-4820-90fa-69dfb9b95717,The app could be more user friendly and accessible.,3,positive
122,3f459288-1e5e-4611-8c8f-79db59818f69,Veru Good ! just play a music.. no more. But why you remove ❤ liked track button from the navigation bar ? You lose 1 star from me...,4,negative
123,12172cf3-e47a-4f7e-b4f0-9386f5b08b4d,"This app is great and all, but can we please have a sound equalizer? I am so sick of having to adjust my volume to make a song barely audible, and whilst some other songs are ridiculously loud and require me to raze my volume to oblivion so it doesn't make me deaf Can we also have a crossfade so I can tell what song comes next before silence and a loud burst of music, I would write more but I'm breaching the word limit",2,positive
124,a5d7f1e2-92fc-4f5c-a625-6cb4dd8a1c08,"Full control when the phones closed, like being able to like a song , and a accessible playlist, without fully unlocking your phone to like a song, if that , then five stars all day",4,positive
125,2b3c24db-8e20-43e9-8f66-4434fd24e393,App is fantastic i only miss easy accessible downloads,4,positive
126,d895e19e-4f53-4cec-b65f-d725bbfe7de3,"Pretty disappointed the app looks like a pitch white garbage wasteland on a tablet and freezes when in split screen unlike any other app, so its extra difficult to operate when multitasking. Widget lacks playlist support too, so you can't rely on that for navigation either.",2,negative
127,961fac6e-3878-4bbf-a9d5-9aed3207a799,"I used to be able to listen to my favorite songs, and it would have been a 5/5 if I still could, but it will no longer play my songs and it will not let me listen to them. It needs fixed, because the content it was made to make accessible is no longer available. It's very annoying.",2,negative
128,ff421eca-4e0e-48cb-a5ed-c1d6b0d9bf11,"Ever since I upgraded to Android 10 with the new gesture based navigation, every time I get an ad my phone locks itself and freaks out. Sometimes it even crashes my device then prompts me to factory reset or restart my phone. Very annoying and would love if this was fixed in the next update.",2,negative
129,509343a6-4c00-43c8-8dbd-57cc710abdd2,"Classic, needs more accessibility for changing passwords.",4,negative
130,ae64b143-4e8d-42fa-b1ac-b82cb79ec433,"A large variety of remixes that im able to listen to Online or Offline, a great app in my opinion but any updates to help make it more Offline accessible would improve it more!",4,positive
131,229f2d44-f831-488d-95c7-d1127053ce5c,"Soundcloud, you are a rare and unique portal to a world of excellent music. But you're really crapping the bed vis a vis app quality. -constantly crashes at random time intervals, and upon restart does not recall where it was in a current track. This is reeeally frustrating -no downloads are accessible when the 'download automatically' setting is turned off. Also super frustrating -SC is a bamdwidth hog so I turn off downloads while traveling. This apparently denies access to previous downloads?",2,negative
132,3dd23490-cec9-4548-8ccd-6ea78ccb1a5e,Like that u can find lots of kool songs and beats easily and new and fresh music that isn't as accessible on other sites,5,positive
133,f33da74f-efb8-4cc4-91d0-5acf11e68ade,Excellent and so accessible,5,positive
134,501e313a-ba3e-41b7-b182-5b1389e459a6,"Love everything all the little things in the app like the easy play/pause, the easily accessible player drawer, everything. The only thing that's an inconvenience is having to switch off autoplay and put the playlist on repeat everytime I open the app. There should be an option so that I can turn off autoplay completely. Great work otherwise though! SoundCloud is so different and convenient than other apps for a variety of reasons.",4,positive
135,a9b5c1c4-f951-40bf-a94a-5c7eee9febfd,"The advertisements literally will make you deaf. There is an issue when a video ad plays that essentially makes the audio go into a loud static. Not only that, but sound cloud has removed features from their app like the ability to replay recently played music without using data. These features have obviously been moved to their paid service that I will never buy as long as I use their service. Overall, if you know an alternative use that instead of this greedy incompetent app.",1,negative
136,01f1fc16-e592-4c09-8dee-f33a41620615,"It's soundcload, if I could add my own audio comment that would be cool. Userbility and navigation is pretty simple which makes it incredibly user friendly. I would have loved it more if it had a better graphics system like spotify. Also please add a dark mode. It feels like a general standard for apps now.",3,positive
137,07b56093-c81e-4ff0-a3a8-2e389392c46d,Small bug: whenever I'm using SoundCloud while using also Google Maps navigation the two icons seem to battle for the first position in the notification bar. Switching back and forth constantly. Which can distract from driving. Is is possible to turn this off?,5,negative
138,1350abe5-1bbc-454f-a9d1-b766b8f45036,My newest problem is trying to listen to music and driving. If you tab out and look at navigation and then come back the song is minimized and you can see the soundcloud home or last page you were on. Its almost impossible to get the song page back up on a bumpy road so you could pause for example. Its like a kid that doesn't drive set this app up. Maybe people dont this in their car? I can't be the only one.,3,negative
139,9a9db4f0-a772-44fe-939f-a07560636366,"This app does not respect volume requests from GPS navigation and does not go quieter when GPS navigation needs to talk. As such, I cannot use this app while driving. All other music apps do respect navigation priority but not this one.",2,negative
140,25572dec-b135-4de3-b98e-c7aa432e078f,Accessible to independent artists and not as advertisement heavy as spotify.,5,negative
141,7e50f2a2-ecd6-4cf3-bee8-e2cd1e35974b,"Does the job! UX could be a bit better though. Navigation through a profile's likes, reposts & so on should be more intuitive.",5,positive
142,67864919-f952-44d4-8666-7d3c3ef5abbd,"The mobile version has a poor interface and accessibility, I don't mind constant ads but they do not load properly on any version I've used except for one years ago. Choosing a song in the feed rarely works, and just plays a random song from the same feed instead of a specific one I press. Pressing multiple songs throughout the feed, the result is always the same song. Soundcloud has been poor for years now, and it is not tempting to get the premium version because of it. I'll stick to Spotify.",2,negative
143,f2800bda-c735-4654-9751-1c3720828c91,"me love the app, makes music accessible to all and fast too. the offline play is lit too",5,positive
144,237ac582-2500-463c-8e06-5ef080aa663a,"SoundCloud is absolute garbage after the update making almost every song only accessible with soundcloud go, just get Spotify premium.",1,negative
145,bf134279-83c2-4006-b480-7116a6a388da,"lock screen and notification track navigation buttons do not work, track playing notification sometimes doesnt correlate to the track actually playing, some songs cannot be removed from liked tracks even though they arent on liked tracks on p.c",1,positive
146,d4b6061b-0a03-4dce-a854-e95f454e98b3,"Id gladly give it 5 stars because there's nothing like it. But I cannot accurately put into words the frustration and annoyance that occurs when my phone is constantly vibrating like crazy during playback! I think it goes off whenever there is a comment at that point during the song. There is NO WAY OF TURNING IT OFF. Can you guys PLEASE fix this!? And give us the option to turn off the vibration when you play/pause playback, please! There's so much unique music on here but the apps aggravating!",3,negative
147,b0a35813-b5a2-472e-ab76-592f001e4093,"One should be able to upload tracks via mobile, as well as profile and cover photos... basically the entire profile page should be accessible for editing on mobile. Otherwise, it's a great app.",2,negative
148,5c179e4a-eb90-41f0-aa54-65dd1abdb277,I prefer the web browser version even on my mobile. This app on android frustrates me because of the poor navigation. I understand development for IOS is a priority but please make the android navigation more like the web browser.,2,negative
149,35440331-a99f-4b0c-8fd3-8cf0eb5834c9,could be designed to appeal to the eye and make processes more accessible,4,positive
150,bbbb0396-bf56-4ecd-a3eb-75c5bcab9804,"this is a great music aap. navigation is amazing. great and different collection.. love it . can you please tell me how to put any song on repeat in the app, i am unable to find the option?",4,positive
